Group,x,y,t,s
R,-23.30185587,109.5745418,0,1
U,-33.28174983,259.5766845,0,1
R,-13.40432069,-17.42504994,0,0
S,5.210636505,-359.1750708,0,0
T,-10.42744222,-493.1789218,0,1
S,-13.00977908,-53.60664911,0,1
S,-14.84395141,-223.1594621,0,0
T,-10.02184005,-517.8899562,0,0
S,-27.96611254,-184.7882725,0,1
T,-6.611782712,-120.5208825,0,1
R,-23.84124942,121.5935835,0,1
T,-44.2484223,-201.9911532,0,1
U,-50.14181812,321.2166424,0,1
T,1.705247198,-192.4561109,0,1
U,11.59790456,-455.4825396,0,0
R,-51.5391586,212.1857112,0,0
T,-18.26168621,-356.5151619,0,0
U,11.55469002,-503.0188453,0,0
R,-38.00922721,223.6515479,0,1
T,-2.95644951,-447.5310516,0,1
U,-53.80715867,236.1598887,1,0
S,-34.40211115,139.5761118,0,1
S,-2.273853772,-214.0544776,0,0
R,-22.91728904,19.57198243,0,1
U,-30.67413132,243.4809202,0,0
U,-6.718048976,-330.4867346,0,0
U,19.33880231,-623.9181478,1,0
R,-18.79165507,280.306406,0,1
S,15.86886593,-272.8023822,0,0
U,-41.5036046,-181.0348087,0,0
T,2.555153636,-188.6253486,0,1
S,12.82610248,-235.8604662,1,1
R,-5.487139025,250.8493041,0,1
U,-52.82903769,-83.86331184,1,1
T,-21.60716042,-293.7372925,0,0
S,-2.833950764,-194.374368,0,1
R,-10.75009781,311.0406162,0,1
U,12.75336008,-465.7983387,0,1
S,-31.13201889,137.7775155,0,0
R,-11.4119383,219.6927708,0,1
T,-2.615049945,-386.8938495,0,1
U,-32.57542827,29.63224397,1,1
S,-37.28511633,-35.96474007,0,1
S,-31.87677328,96.48187025,1,1
T,6.428366615,-298.8102121,0,1
T,-15.30332297,-116.6219915,0,1
R,-14.11481392,271.283025,0,1
S,-31.64261544,33.59049415,0,1
S,-34.628877,279.0626842,0,1
U,-0.116581296,-283.1313718,1,1
U,-57.16819603,250.3892328,1,1
T,-7.878262514,-369.0973688,0,1
S,3.982019251,-324.6071183,0,0
U,-31.89226337,-109.8839074,1,1
R,-7.707443687,-89.03005271,0,0
R,6.98096898,124.1389771,0,1
S,-31.4660703,-37.57676037,0,1
U,-34.89671168,83.32252844,0,0
U,-15.64808678,-278.1405841,0,0
T,-10.6662869,-328.450797,0,0
U,-35.42970211,-119.6690941,1,1
R,-27.70875666,277.551328,0,1
S,-18.286996,-133.7098809,0,1
U,37.68966998,-739.9723845,1,0
R,-18.99079492,-46.65114328,0,0
U,28.37708307,-512.8271564,1,1
T,-12.75070019,-463.3732554,0,1
S,-57.73820969,5.478358599,0,1
T,-1.56455732,-116.7913019,0,1
S,-4.631272086,-347.916684,0,1
R,-0.344545504,-58.65972528,0,0
T,-21.5599728,-404.3776548,0,1
R,-3.600055935,152.853243,0,1
S,-78.97209366,291.8561803,0,0
R,-13.0805768,65.1842401,0,0
S,7.321646724,62.72666489,0,0
S,-2.77477234,-354.0879541,0,0
S,-10.24577236,-286.8024844,0,0
U,7.522963621,-622.5826873,1,0
S,31.55728737,-490.424372,0,1
U,-9.548965094,-354.2773966,1,0
T,-7.493461028,50.6009178,0,0
S,20.99104892,-227.9737465,0,1
S,23.09786605,-257.6301497,0,1
U,-36.42586009,-149.2893762,1,0
S,-27.54969761,157.4701841,0,0
S,-27.636382,-169.7790935,0,0
T,-25.47524478,-433.5630457,0,1
R,-18.26000145,-111.6031131,0,1
T,-15.81350734,-479.9953361,0,0
R,-7.595893866,319.9215032,0,0
T,-23.02055067,-112.5923661,0,1
T,-32.81622056,23.38575224,0,0
U,0.598954942,-476.9030791,1,1
R,0.368956083,278.4868847,0,0
S,9.498140029,24.93023297,0,1
U,-31.04043325,134.7284012,0,0
U,-2.940672254,-76.76737465,1,1
R,-16.87287307,79.77726962,0,0
T,-22.19102061,-468.9953744,0,0
T,-9.286550729,-43.25666242,0,0
T,-22.900863,-360.7896005,0,1
S,-31.56451317,107.8244917,0,0
T,-4.860502851,-122.7649423,0,1
S,-13.17392753,-100.4305826,0,0
U,-21.61995335,-138.4962847,1,1
U,-37.51341074,-93.2596727,0,0
U,-18.1310416,-279.0506917,1,1
R,-19.33056047,65.75458306,0,1
U,-9.989156093,-83.40958208,1,1
T,-7.865628955,-183.4538247,0,0
S,-32.966279,-10.37363765,0,0
S,51.38128164,-258.7276433,0,1
U,14.64767435,-537.9924267,1,0
R,1.256640055,268.0956868,0,0
T,-16.27114322,-288.6839582,0,1
R,6.191258065,96.50959354,0,0
T,-19.93751985,70.11197842,0,1
T,-32.95915371,-318.1958405,0,0
U,-10.46060835,-395.3513773,1,1
U,-30.1578955,-74.6966293,0,0
U,-17.65291091,-228.1799165,0,1
S,-34.50303697,116.7439134,0,1
T,-30.92798574,-372.0691769,0,1
U,-46.19441916,166.288992,1,1
S,4.057597123,-36.96655529,0,0
S,-11.40502846,-60.9419991,0,0
T,13.32017273,-213.9196496,0,0
R,4.422529426,-216.8077177,0,1
R,-16.31158201,66.38812655,0,1
S,7.532934817,-129.2289063,1,1
T,2.057048624,-302.4377285,0,0
S,-22.55293924,-385.2004697,0,0
T,-20.69749219,-152.6827417,0,1
R,-7.107984154,131.5800266,0,0
R,-15.98185935,552.5467238,0,0
R,14.17962073,168.1426526,0,0
S,-32.86196387,19.82595528,0,1
U,-15.69464276,-22.13939841,0,0
U,-34.45195939,-13.74288155,1,1
S,-17.42298606,-160.728205,0,0
R,-7.982128569,193.6263569,0,1
U,-7.240992912,-62.10821765,1,0
T,-12.19447002,-284.7713145,0,0
U,-41.23330671,32.02990872,1,0
T,-19.08929918,82.36254152,0,1
R,-15.01728844,375.1353274,0,1
T,-27.5074806,-136.8972562,0,1
R,-3.05003306,36.91014682,0,1
S,-39.21979119,363.0085613,0,0
R,12.40913326,192.4481174,0,1
R,-6.264276348,55.46886751,0,0
U,-23.62293371,9.686606493,1,0
S,24.86542523,-495.5324106,0,0
U,-11.13147875,-223.9655671,1,1
U,-7.179237536,-33.38102377,1,1
U,-37.5176083,16.83084697,0,1
S,13.42834487,-239.0791674,0,1
U,7.708053115,-402.1890421,0,0
R,-11.25298278,203.7779947,0,0
T,-21.53416393,-56.20586213,0,0
R,-16.49209186,49.62430981,0,0
R,19.27889961,-134.6157875,0,0
S,4.825428578,-249.2902629,0,0
T,-9.241781192,-221.0507669,0,0
S,-16.48303533,-228.0841478,0,1
S,-7.339492675,70.62849266,0,0
S,9.644157638,-45.50645275,0,0
T,-18.41739879,-230.6959589,0,0
S,-21.17908428,219.2906585,0,1
T,-25.97874533,-338.7435674,0,1
T,-26.30635902,-95.97547014,0,0
T,-31.67377328,-161.954479,0,1
T,-21.50992172,-156.6796873,0,1
U,-24.76271871,-113.5943521,1,1
R,-1.920051929,184.9543786,0,0
T,6.744096537,-249.2383404,0,1
U,-18.52431284,-170.1145629,1,1
S,-42.10389524,56.42573085,1,1
R,-8.080312364,84.21908197,0,1
S,-16.63726182,54.90790517,0,0
S,-18.22939622,-38.33607007,0,1
R,-7.419057963,396.3130395,0,1
R,22.55090137,294.9452391,0,1
R,-8.120626092,91.82095179,0,0
S,13.0456586,-133.5068039,0,1
U,-6.066404019,-403.7092713,1,1
S,-39.08304087,144.0926774,0,0
S,36.88899819,-386.9034503,0,0
R,-38.72074051,262.6958447,0,0
S,2.669892521,-85.02357544,0,0
R,-15.36248251,52.14338626,0,1
U,-3.371289749,-179.4786184,1,0
S,12.65530507,-444.420538,0,1
T,-15.03634899,-136.840487,0,0
R,-12.9242542,216.4852968,0,1
S,20.18616679,-286.5107141,0,0
T,5.913472943,-391.276005,0,0
S,-27.75849408,-41.86652206,0,0
R,4.735730135,205.4123386,0,0
U,-9.757292883,-371.9728298,1,1
R,-14.81121597,292.5811469,0,1
S,-34.34728623,177.9806642,0,1
T,-7.758570482,-160.3454361,0,1
U,0.552392897,-125.2839815,1,0
S,13.9966229,-273.1535767,0,0
T,-36.24276997,-262.0922465,0,1
T,-12.08656978,-421.9869248,0,1
T,-13.03202348,-277.3350207,0,1
R,-8.606016572,38.95245428,0,1
U,45.96469698,-508.6142617,1,0
T,-16.22644901,-438.8934073,1,1
T,-13.17856183,-441.224331,0,0
U,-48.83724857,81.10184496,1,1
T,-40.46535205,-282.5879158,0,0
R,-24.07463573,244.7740012,0,0
U,27.36897996,-174.9978737,0,0
T,-11.66879919,-258.9513769,0,0
T,-11.81041156,-256.2702449,0,1
R,-35.45972725,60.06202667,0,1
R,-29.55821528,190.3803925,0,1
R,23.65785769,-36.14430124,0,0
T,7.976288803,-246.8842523,0,1
U,-21.52629273,-135.4846979,0,0
S,8.368873654,-375.6488932,0,1
S,-43.92025728,211.6528182,1,1
R,-26.91398776,138.323716,0,1
R,3.561087491,415.9007796,0,0
U,5.130991372,-255.1699424,0,0
U,23.85817326,-251.5030819,0,1
T,-19.70085144,-348.9674735,0,0
T,-10.47477705,-242.2855536,0,0
T,-23.13463274,-72.68135002,0,1
S,20.1112817,-212.2939217,0,0
T,5.514913136,-282.3992032,0,0
R,-22.12905025,360.6568977,0,0
S,16.73707309,-111.9448519,0,0
S,27.87055884,-111.6094998,0,1
U,-55.37291726,191.6109408,1,1
U,6.702891374,-302.6956061,1,0
R,-2.839579623,57.09327258,0,0
U,-32.21214327,-199.8892477,1,0
T,-6.704425059,-46.98674561,0,0
R,2.501194267,383.4587847,0,1
T,2.963660292,-230.5983625,0,1
U,-15.1471527,-166.126084,0,0
R,-26.25526681,238.0943116,1,0
T,-9.589775352,-132.8566323,0,1
U,-28.48671012,-235.6097349,0,0
S,19.15078809,-194.409224,0,1
R,-0.856287012,74.49384751,0,0
U,-1.24076831,-428.7703187,1,1
U,-36.94327285,-115.862791,1,1
T,-2.403841905,-338.448443,0,1
R,1.014689229,176.8166019,0,0
R,-10.2726645,365.4282203,0,1
U,18.78561728,-264.4658956,1,1
U,-32.536997,18.02018981,1,0
T,-35.8257935,-199.544488,0,1
U,-36.75669938,99.59053777,1,0
R,-17.33616507,173.1727763,0,0
U,-12.29639512,-89.72384638,1,1
T,-10.48433513,-325.2727983,0,1
R,-23.81254541,509.0029239,0,0
R,-0.064560324,343.4562384,0,1
U,10.51121788,-172.9252445,1,0
T,-6.354606654,-298.0960197,0,1
R,-34.59602929,-160.1958219,0,0
S,3.896113737,-453.8018948,0,0
U,-49.29906379,88.00808932,1,1
S,40.09950357,-413.9059304,0,0
S,-43.3645454,109.5424426,0,1
U,-20.87780395,67.85186722,0,0
S,-24.94716848,50.59123037,0,0
T,-2.900369666,-305.8343257,0,1
U,22.60743268,-611.6186448,1,0
U,-12.73348563,5.579877497,1,0
R,3.888222125,327.3022517,0,1
R,-16.85726221,226.5883396,0,1
R,-21.72426864,264.818342,0,1
R,-7.141711658,449.3052584,0,0
T,-20.35208783,-162.7076427,0,0
R,-29.40310767,339.77966,0,0
R,6.911414665,409.1991545,0,0
R,10.52440632,146.9922842,0,1
U,-40.44947349,-74.49450081,1,0
U,2.980206053,-281.7586815,1,1
R,-11.36484377,280.0120862,0,0
R,3.102284491,51.39848154,0,1
S,-3.785052632,-400.6172008,0,0
R,2.640568981,228.8552823,0,0
R,-12.46353894,311.8526229,0,1
U,-26.91398344,-122.5256612,1,0
U,10.96290131,-441.0865494,1,1
S,-12.84628204,-121.1037491,0,1
R,-20.70621839,137.993275,0,0
S,-57.83015323,246.2872638,0,0
R,-2.439193283,262.3841387,0,0
R,4.79608563,-20.97870038,0,1
T,-9.473692009,-23.22906983,0,0
U,22.99555096,-260.6944221,0,0
R,-6.675260406,340.3277857,0,1
R,-26.67323333,372.2927087,0,0
T,-14.9959508,-247.443188,0,1
R,-16.73611393,87.28588164,0,0
R,7.183594298,298.3456607,0,0
T,-41.1628783,-192.8398037,0,0
U,-72.25920212,236.3054971,1,1
U,-1.738045559,-83.15039381,1,0
T,-13.93104088,-96.37702961,0,0
S,-38.08198612,78.03510509,0,0
U,-27.07825243,39.80944027,1,0
R,-0.692655104,143.2941496,0,0
R,-15.14651156,-44.89447943,0,0
T,-28.33268568,-53.18882172,0,1
U,-46.63287383,68.20951501,1,0
R,-8.897143447,323.5337156,0,0
U,-9.278719307,-436.5524929,1,1
R,13.13543954,-7.357916475,0,1
S,-14.38888842,-179.425072,0,1
R,-26.61624347,-130.9319837,0,0
T,-0.611050244,-259.1254632,0,0
U,-7.66556774,-204.4368323,0,0
S,4.446498193,-169.1935185,0,0
R,5.731002557,223.3488639,0,1
U,-70.72228599,189.8663553,0,1
T,0.549623135,-587.0300305,0,1
R,-22.1387781,-46.96018584,0,1
U,28.06317972,-363.3714543,1,0
R,10.10984344,24.26615477,0,0
R,-0.225932429,161.2092,0,1
U,-94.4455255,649.0919318,1,1
R,-59.04352783,464.2710928,0,0
S,-3.784837051,-446.6845411,0,1
R,1.581330048,50.60042922,0,0
T,-1.910241649,-386.5665912,0,1
S,-28.49940184,-226.3450835,0,0
U,-30.68351152,236.6339687,0,0
T,-8.350709773,-220.714238,0,0
U,4.024855847,-552.362574,1,1
U,-35.97407087,213.3435873,1,1
R,-23.43677602,52.42549115,0,0
R,-9.410846781,181.6480893,0,0
T,-28.60419998,-502.6392686,0,1
S,14.26122865,-421.7270604,1,1
R,-27.13267022,88.11024013,0,1
S,-16.78700569,47.91287954,0,1
U,-31.10831049,2.824661672,1,1
S,-46.64170717,30.25095532,0,0
T,-23.4693628,-248.8955771,0,0
S,-17.39339418,256.3962583,0,1
S,-58.53627349,38.88489132,0,1
R,-33.8030146,87.30698124,0,1
T,-23.74870886,2.612808125,0,1
S,6.294015552,-107.3291273,0,0
U,-25.29501777,0.06325521,1,1
U,-61.07125544,98.77633763,0,0
U,-28.45899215,-281.0345242,1,1
U,-74.87264234,424.5666946,1,1
T,0.986351881,-251.836666,0,0
S,1.702585453,-341.8400374,0,1
R,0.019441349,132.5103692,0,1
S,8.85339005,18.34802194,0,0
U,-27.24570621,-58.45120759,1,0
U,-29.14742121,-17.1047877,0,1
R,-21.6499863,190.9609952,0,0
U,-18.61172417,-138.8196409,0,0
T,-15.52766209,-153.2853538,0,1
U,-19.61699449,-48.975915,1,1
R,4.553739395,216.0209995,0,1
U,-51.25188701,80.5950271,1,0
T,-2.583658974,-364.0192956,1,1
S,19.33530416,-60.82479504,0,1
S,-42.62851318,43.06657777,0,1
R,6.638826331,80.02172428,0,1
T,-23.97578788,-48.91137818,0,0
R,8.989427937,261.0876208,0,0
S,-58.75448464,313.6163434,0,0
T,-14.74230664,-399.8058302,0,0
T,-18.98914178,-290.1518438,0,1
R,-12.73401666,-1.854828581,0,1
S,-10.92543545,-178.2982106,0,0
U,-36.30266095,-12.42399291,1,1
R,-12.66955683,340.8724756,0,1
U,-14.04057186,-244.1337408,1,1
U,43.07315197,-841.8313757,0,0
T,-19.12062367,-172.6528455,0,0
U,-9.945686523,-178.278688,1,1
R,-30.43224945,142.5175893,0,0
S,6.821092413,-228.2868557,0,1
R,-56.32898224,250.7910945,0,0
R,-29.88024626,496.12721,0,0
U,-51.47619272,-3.592433154,0,0
R,-15.47350943,94.75039786,0,1
R,3.698551634,283.3178375,0,1
T,-16.01725174,-208.7410628,0,0
R,-8.039500484,169.3236748,0,0
S,-11.7333393,50.21058586,0,0
U,-43.42232395,138.0110503,0,0
T,-11.96547751,-225.6976703,0,0
R,-22.44367358,198.7313509,0,1
R,15.53203453,138.9423262,0,0
U,-28.64522785,-178.3299166,0,0
U,-17.67080506,-17.51492355,0,0
T,-29.87691404,-187.4025205,0,0
T,2.444762955,-303.6931681,0,0
S,-17.91766663,-65.493377,0,0
R,-20.47843118,119.0245932,0,0
R,-25.27253304,140.8157751,0,1
R,18.27916623,312.7273291,0,0
U,-17.77882745,-207.4317933,1,1
R,24.84728338,219.8824704,0,0
T,-0.251303863,-196.6177321,0,0
S,-16.43109633,-133.3796402,0,1
U,-35.76583582,-130.9665542,1,0
S,5.715215598,-217.5207861,0,1
U,-38.09122515,106.1484607,1,1
R,7.872532114,214.5925193,0,0
T,-10.86669262,-262.9894133,0,1
U,9.931089908,-397.5572511,1,0
U,-55.98474523,319.5812917,0,0
U,-28.05382254,-35.18229405,1,1
T,-19.28793875,-46.85889404,0,0
U,49.19566384,-791.4744061,1,0
S,-17.9555819,-49.77615191,0,0
U,-43.85632205,76.39551947,1,0
S,-14.21544262,121.1912283,0,1
U,-36.98659933,-16.72166105,1,0
S,-1.471575658,-254.3766266,0,1
R,-8.830481643,284.3752027,0,0
U,-38.2549688,60.58174397,1,0
R,-55.88395137,351.3191443,0,0
S,-40.09011588,313.6462315,0,1
T,-18.6551937,-295.4258314,0,1
R,1.212873202,130.1190225,0,0
T,-17.0650862,-165.2768416,0,1
S,5.415736939,-9.782637565,0,0
U,-24.74848773,126.947047,0,1
R,-1.709694515,199.0710053,0,1
U,-42.29432871,155.7011024,0,1
U,6.978929798,-277.606979,1,1
S,-7.33778171,30.38042264,0,1
S,-26.73319924,137.8140401,0,0
S,-20.33640272,-206.3815933,0,0
U,5.605711117,-128.5141162,1,0
R,0.060631463,444.1639548,0,1
R,3.331170513,222.4495829,0,0
U,-74.04509833,250.159568,1,1
U,3.453958695,-139.9964714,0,1
S,-39.62820732,52.25786701,0,0
T,-3.134986908,-372.8952029,0,1
U,-3.064385065,-371.2849319,1,0
T,-11.28833858,-335.0341443,0,1
T,-23.43488353,-162.6821424,0,1
S,-15.71775318,-381.6963256,0,1
T,-9.714413362,-98.03231696,0,1
T,-11.45251368,-337.161631,0,1
S,-19.6736903,-26.10807876,0,0
S,-6.657849897,-292.7514474,0,0
S,-11.06630672,-5.540218317,0,1
U,-68.90343545,133.6203958,0,0
S,-27.45667098,-201.1626355,1,1
R,-14.49284441,409.4913321,0,0
U,7.857095828,-424.872585,1,0
U,-45.44223833,-112.9219604,0,1
R,-11.3538251,274.1517554,0,1
R,-9.956363998,222.6899186,0,1
T,-7.46973469,-191.5415183,0,1
S,-10.28566637,-233.3570842,0,1
S,12.80221328,-235.0114216,0,0
S,-9.282932373,-238.8944641,0,1
R,2.235112092,24.77880758,0,0
T,-10.79896185,-265.0152506,0,1
U,7.597458792,-31.47465856,0,1
U,-33.52582561,-70.03835558,1,0
U,15.73342297,-638.6122322,0,0
T,-12.7799597,-117.1855381,0,0
T,5.673499492,-156.7392562,0,0
U,-22.38881091,-209.7974999,1,1
R,-19.30828208,152.4560093,0,1
T,-8.683253806,-357.4571383,0,0
S,-6.749953919,-264.7128908,0,0
U,34.81913261,-389.3055822,1,0
R,-8.974752033,150.3073647,0,1
S,19.05999773,-123.5183211,0,0
R,-31.72503364,192.3753685,0,0
R,2.994017971,311.7577539,0,0
R,-18.7884972,261.4246454,0,1
U,5.391065273,-425.1475973,1,0
S,-24.79912541,-136.0489246,0,0
U,-2.971333088,-404.1801526,1,1
R,-17.30835588,517.2615173,0,1
U,-33.86787201,-144.7367544,1,1
T,-0.234562356,-327.5675364,0,0
R,-23.49952513,116.9700545,0,0
U,-13.61588472,-23.65674492,0,0
U,-16.23407354,-379.1869255,1,1
U,-15.68551909,254.5577601,1,1
T,-20.12286727,-136.7765389,0,1
T,22.66655541,-317.7984513,0,0
S,61.85606744,-404.9491835,0,1
R,9.984410144,60.42248681,0,1
T,-9.668350058,-419.7013729,0,1
S,-0.579294458,-124.3499881,0,0
R,-13.56772115,168.9832662,0,1
T,-36.32889864,-264.3538858,0,1
S,-25.1056195,-191.8781071,0,1
U,-46.98061783,-91.13605069,0,0
U,-67.7816608,120.1237027,1,1
T,-13.67848154,-181.9053083,0,0
U,-17.99321386,-4.314138836,1,0
T,-2.290582189,-416.4971216,0,1
S,0.359079044,-314.2585497,0,1
U,10.63749955,-281.1401661,1,1
T,-26.85362998,-300.2006709,0,1
S,25.60454733,-214.8089683,0,1
T,-12.8821332,3.736136336,0,0
R,-30.41891951,95.71507373,0,0
U,-77.83114416,79.44258424,0,0
S,25.03696895,-164.2076485,0,0
S,2.165962773,-188.7901872,0,0
R,-13.44964409,189.5991308,0,1
S,-37.06722004,106.6854744,0,0
T,-24.76687607,-33.57430388,0,1
R,-5.976563112,206.3889943,0,0
R,-34.21239505,63.82476793,0,1
U,-56.0045369,138.6891167,1,1
T,-15.93459485,-352.8006809,0,0
S,-4.692547028,-7.542095708,0,0
R,2.497520228,167.8144764,0,0
U,54.45261568,-559.1555508,1,1
S,26.64690769,-404.4570865,0,0
T,-32.80758677,-343.381849,0,0
U,-61.75052746,119.131979,0,0
T,21.09129919,-300.5396546,0,0
S,14.9495634,-348.9941514,0,0
R,3.267000154,355.690755,0,1
R,-9.871460943,162.5965974,0,1
S,3.754426787,-239.5300726,0,0
S,-4.685888266,-69.87764478,0,0
S,-11.23070447,-277.9432181,1,0
S,-22.54348992,-51.62780986,0,0
T,-20.82602846,-107.1462203,0,0
R,-21.90455082,182.4171354,0,1
T,-34.5480951,-289.5625477,0,1
U,13.60009515,-456.6779929,1,1
R,-9.437651529,385.6492463,0,0
U,16.59269473,-236.3451107,1,0
R,-13.18193736,279.9983058,0,1
T,-17.11921004,-208.6078065,0,1
T,-21.55117554,-216.3486085,0,0
S,-29.28552857,-66.78851738,0,0
S,-25.60788228,8.689562256,0,0
S,-15.36484077,26.70528217,0,1
T,-17.5069771,-193.8773831,0,1
T,-19.80851417,-422.2553287,0,1
S,-1.184157301,-299.7515334,0,1
R,-24.57192286,453.5667847,0,0
T,-26.08033726,-317.9272925,0,1
S,23.39479444,-374.3975871,0,1
U,-3.138365224,165.5009837,1,0
R,-36.63700409,188.2046011,0,1
T,-29.127017,-233.9544892,0,0
R,-13.86508947,328.0638235,0,0
T,-18.29437426,-233.9487397,0,0
U,-14.71431815,-76.0823288,1,1
S,5.217739033,-99.88908876,0,1
R,-7.900019153,106.5592339,0,1
T,-17.4770802,-334.7135201,0,0
U,15.85904866,-110.4487699,1,1
U,34.81247096,-497.1539999,1,1
U,-33.91169359,1.270839241,0,0
S,-16.87896418,83.16265765,0,1
R,-0.626625597,67.09609196,0,1
S,-30.37932704,46.92512354,0,0
R,-23.51940177,-0.179518639,0,1
U,-44.9549087,255.0923706,0,0
S,-39.71711583,135.3347821,0,0
S,-20.41659683,120.829165,0,0
T,-3.43428738,-340.6407997,0,0
U,20.75935953,-355.8671589,1,1
R,-6.31404803,58.69394741,0,1
R,-26.9016013,348.9080133,0,0
T,-30.8040715,-90.3942171,0,1
T,-12.0741869,-353.7740867,0,1
R,-25.1313255,-37.48683296,0,1
R,-46.65170444,123.0517146,0,0
S,-1.625474819,-149.673588,0,0
R,-5.526299712,101.4743562,0,0
U,-58.41496186,371.8788257,1,0
S,2.674295641,-289.950131,0,0
T,-13.95885471,-465.0852382,0,0
S,-28.98039857,-87.4562593,0,1
U,-23.85063199,-236.2501485,1,1
R,-26.65222409,-59.78189078,0,1
R,22.79379486,-101.1872774,0,0
U,-38.13863485,169.3599443,1,0
S,3.881046783,-353.0631521,0,0
U,7.340264815,-457.3892799,1,0
T,-44.81492982,17.11969445,0,0
R,-6.360814691,85.20455852,0,0
S,47.23103304,-520.7561016,0,0
S,22.30651594,-167.2585554,0,0
S,-31.35414452,85.14258932,0,0
U,17.93283962,-454.2730847,1,1
T,-33.52172723,-228.1532759,0,1
R,-21.61928886,425.4551014,0,0
T,-19.19737881,-334.4350871,0,0
U,-13.71726525,-362.2719112,1,0
U,-48.12413254,43.12821939,1,0
T,-4.129071372,-174.205709,0,1
S,-32.59229776,29.98060589,0,0
U,2.138063515,-447.7979059,1,0
U,-19.56222886,-104.1846851,1,0
S,-12.79036391,-204.5808013,0,1
T,-16.54665528,-303.6066125,0,1
S,-19.76933454,-143.591284,0,0
R,-10.93264407,139.5154774,0,0
U,-63.19365691,64.60551256,0,0
U,-43.54678992,-204.7217925,1,0
T,-32.96589498,-308.3999385,0,1
U,4.347942983,-198.4800272,1,1
S,11.5065513,-18.11904108,0,0
R,6.914936196,11.71244891,0,1
S,-47.68353154,107.2301475,0,1
U,-20.83027031,-171.0425777,1,0
R,-18.72235071,149.5544206,0,0
U,40.10093571,-627.36677,1,1
R,-19.09429906,28.05463477,0,1
T,-1.142109615,-200.4364759,0,1
S,-36.53715456,233.6239437,0,1
R,-20.28110652,-44.17265149,0,1
R,-18.88635167,-103.3809108,0,1
S,-21.69451652,40.96472741,0,1
T,-23.60868475,-232.9953386,0,0
U,-53.22928369,25.69125363,0,0
R,-3.441806609,226.06467,0,1
R,-5.912170398,476.7461447,0,0
T,-26.08190938,-34.77541402,0,1
S,-23.10216891,-187.817974,0,1
R,-16.99870207,-185.5294103,0,1
U,-24.32138803,-90.08423459,1,0
R,6.552324855,448.2304012,0,1
T,-3.377969225,-438.3296921,0,0
R,-22.98546779,404.7382065,0,1
T,-27.38815568,-213.8899315,0,1
R,-8.151880842,346.2763414,0,1
U,1.136018864,-430.4523095,1,1
U,2.461125532,-256.3269414,1,0
T,-23.31831828,-95.47106223,0,0
R,-36.16208285,575.8415783,0,1
R,-27.20294516,256.8646375,0,0
T,-20.79019797,-349.6217779,0,0
U,-29.72958106,12.00081948,0,0
U,-15.48235233,-246.4917514,1,1
T,-23.60994931,-247.9329691,0,0
R,-9.021308107,72.90223078,0,1
S,-33.55524497,287.3507525,1,1
T,-3.984140293,-464.385439,0,0
R,-7.141279269,251.8801034,0,1
S,-25.13724528,-224.5019146,0,0
R,-41.12606164,110.486752,0,0
R,-8.143178558,422.8285811,0,1
R,-3.814535116,240.0826049,0,0
U,-37.04998429,-156.5161824,1,1
R,-17.51764598,-92.51025423,0,0
U,-16.04400124,23.38505878,1,1
T,-24.70560003,-308.464843,0,0
S,1.009460685,-362.2801475,0,1
U,-60.82656109,300.6749374,1,0
U,-9.294932562,9.7506381,1,1
U,49.11499653,-482.4617073,1,1
T,-21.88493683,-138.3236344,0,1
U,-40.98123546,-34.114382,1,0
T,-6.055271499,-509.2151099,0,0
U,-7.319111774,-228.0353483,1,1
U,-12.39590065,-97.30573097,0,0
S,-12.89282653,-426.1720592,0,1
U,-76.14651442,391.7305862,1,1
U,2.433042259,-383.2958769,1,0
S,-8.359825049,-58.891776,0,0
R,-26.07589872,466.3867015,0,1
S,8.206522752,-418.3661449,0,0
U,-39.22444594,-5.624738246,1,0
T,1.086722566,-406.1665618,0,1
R,-4.878451142,166.7061287,0,0
S,-24.99695994,-112.629801,0,0
S,-19.91362437,27.74065153,0,1
U,-41.30439287,37.81913505,0,1
U,-36.4309832,21.19521622,1,1
S,-14.63987844,37.02648499,0,1
S,-19.14788503,30.56846214,0,1
R,-20.7850034,171.8624159,0,1
U,-11.52639511,-264.7320959,0,1
S,-25.62099528,157.4890638,0,1
T,0.214995383,-206.8511048,0,1
U,-41.81460238,142.1911792,1,0
S,-3.34253827,-79.96373055,0,0
U,9.72323659,-573.6502574,1,0
S,-19.53337901,15.09972454,0,1
U,4.570858175,-277.4499582,1,0
R,-21.98490304,121.6837293,0,1
S,-16.7118545,-86.24998818,0,1
T,-22.61440286,-219.5236553,0,1
S,-12.67916244,135.5817633,0,1
U,-52.32207657,58.57598938,1,1
T,-8.081253297,-176.3174294,0,0
T,-17.87746204,-612.10587,0,1
R,-3.637523,243.5675634,0,0
S,-10.65240807,-6.666387512,0,1
U,-12.19241391,-327.2627981,1,1
S,-25.61452209,30.84993665,0,1
U,2.502553662,-429.1748126,0,0
U,-24.48690778,-172.303198,1,0
R,-32.53254589,183.898665,0,0
T,-28.58128093,100.3442989,0,1
U,-29.0326989,-79.36055604,1,1
R,-34.47070746,102.992778,0,0
T,-22.89349253,-124.5736845,0,0
S,-2.839149617,-62.09178507,0,1
T,-11.73923409,-322.6605236,0,1
T,-29.33086886,-431.8931815,0,1
T,-11.60958666,-354.2746051,0,1
U,-27.449801,-318.2141424,1,1
R,-10.16973787,198.5919796,0,0
U,7.197578727,-516.2305287,1,1
